,artist,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,chorus_hit,sections,target
11973,Glee Cast,0.473,0.604,7,-4.034,1,0.0337,0.038,0.0,0.103,0.271,123.857,232000,4,32.48745,12,1
193,Liz Phair,0.487,0.759,11,-4.849,1,0.0405,0.0273,0.0,0.165,0.227,80.958,208360,4,37.25538,10,1
8679,Shinedown,0.519,0.969,6,-2.34,0,0.0662,9.03e-05,0.0,0.111,0.48,77.011,242747,4,23.32088,12,1
6892,Shreya Ghoshal,0.703,0.982,4,-3.466,1,0.118,0.394,0.000939,0.109,0.697,110.03,319636,4,22.93381,14,0
5833,Rascal Flatts,0.64,0.781,7,-3.155,1,0.0398,0.578,0.0,0.272,0.646,91.02,215600,4,20.65929,9,1
1782,Trick Daddy,0.933,0.562,11,-5.963,1,0.122,0.0275,0.0,0.102,0.587,139.981,254400,4,39.18599,13,1
12044,"Ke$ha Featuring Lil Wayne, Wiz Khalifa, T.I. & Andre 3000",0.698,0.791,6,-5.655,0,0.233,0.0172,1.19e-05,0.0805,0.912,170.034,293053,4,31.79111,14,1
6158,OMI,0.78,0.68,4,-6.081,1,0.0305,0.141,1.2e-05,0.138,0.594,118.026,180560,4,36.0984,10,1
11476,Novembers Doom,0.486,0.981,6,-4.592,1,0.0579,0.000131,0.281,0.109,0.277,95.01,398600,3,68.51129,9,0
11004,Tove Lo,0.736,0.761,4,-5.449,0,0.0338,0.0966,0.0,0.0823,0.114,119.999,238427,4,24.26608,9,1
8212,Tristan Eckerson,0.388,0.0935,9,-25.419,0,0.0658,0.947,0.905,0.0833,0.251,170.287,214413,3,30.6009,9,0
4267,David Guetta & Chris Willis,0.773,0.813,4,-4.609,0,0.0797,0.0326,3.77e-05,0.192,0.708,127.931,199387,4,49.31673,10,1
8306,Area 42,0.89,0.641,1,-10.766,1,0.141,0.13,0.00136,0.0714,0.442,119.961,213500,4,30.50348,9,0
1526,Terri Clark,0.574,0.896,10,-4.478,1,0.0393,0.0654,0.0,0.31,0.731,99.974,206400,4,35.12424,8,1
1300,Maze,0.776,0.556,6,-5.648,0,0.0346,0.179,1.48e-06,0.12,0.964,103.055,236107,4,27.7317,12,0
9396,Roger Eno,0.461,0.182,7,-17.915,1,0.0312,0.853,0.23,0.0866,0.0856,105.157,209933,3,26.32415,9,0
5090,Will Smith Featuring K-Ci,0.827,0.783,9,-3.918,0,0.0869,0.0692,0.0,0.628,0.832,117.934,233907,4,77.23124,10,1
2295,Avril Lavigne,0.56,0.959,7,-2.433,1,0.102,0.000738,0.000206,0.209,0.67,163.983,216600,4,60.95719,10,1
1096,Clint Mansell,0.38,0.246,7,-13.955,0,0.0329,0.872,0.905,0.084,0.0573,133.805,234400,4,25.38353,10,0
1894,Remy Ma,0.704,0.571,11,-7.786,1,0.508,0.217,0.0,0.184,0.582,123.855,219560,5,45.00045,10,1
6745,Textures,0.421,0.927,8,-4.141,1,0.0604,0.000987,1.02e-05,0.11,0.362,125.944,236533,4,51.42567,10,0
1814,Play-N-Skillz Featuring Krayzie Bone & Adina Howard,0.723,0.596,1,-5.677,0,0.153,0.0897,0.0,0.22,0.784,69.008,267987,4,85.37663,6,1
5846,Fat Joe Featuring Ashanti,0.835,0.707,8,-5.074,1,0.0598,0.0219,2.19e-05,0.108,0.919,93.955,267093,4,44.68763,11,1
2907,John Foxx,0.179,0.0403,1,-29.98,1,0.0384,0.974,0.856,0.115,0.0362,68.979,380453,4,31.63052,19,0
11160,Roger Eno,0.581,0.00427,0,-23.243,1,0.053,0.995,0.976,0.113,0.195,134.24,221300,4,31.80025,10,0
10127,Ariana Grande Featuring Iggy Azalea,0.66,0.805,1,-5.352,0,0.153,0.0192,8.83e-06,0.159,0.625,103.009,193920,4,39.82665,9,1
9704,Pitbull Featuring Chris Brown,0.669,0.855,0,-3.035,0,0.0499,0.0124,0.0,0.335,0.648,120.045,227280,4,32.23382,9,1
8906,Justin Bieber Featuring Usher,0.714,0.834,5,-5.239,1,0.0259,0.00248,0.0,0.298,0.652,129.971,220920,4,43.19835,9,1
10598,Train,0.61,0.817,0,-4.775,1,0.0331,0.0151,9.09e-06,0.0998,0.688,115.036,205973,4,26.61605,8,1
7981,Destruction,0.285,0.989,3,-3.348,1,0.216,2.22e-05,0.758,0.0843,0.453,160.387,291467,4,67.12676,13,0
10860,North Point Worship,0.468,0.733,10,-6.362,1,0.0286,0.00495,0.0,0.0788,0.495,154.981,241685,4,35.28705,12,0
1269,Gwen Stefani,0.698,0.826,10,-6.261,1,0.031,0.2,0.00013,0.114,0.502,92.409,291107,4,22.50232,13,1
5563,"Ludacris, LL Cool J & Keith Murray",0.775,0.742,6,-5.659,1,0.285,0.0336,0.0,0.0951,0.881,102.19,233760,4,26.90779,14,1
8488,Damma Beatz,0.795,0.529,10,-8.345,0,0.0905,0.00358,0.899,0.128,0.361,160.038,195000,4,24.38637,9,0
4287,Sirenia,0.5,0.915,11,-3.701,0,0.0594,0.0004,0.00507,0.0923,0.425,141.986,218279,4,31.80548,10,0
8923,Stanley Turrentine,0.507,0.328,4,-12.77,0,0.0306,0.911,0.858,0.105,0.208,114.769,391200,4,16.66228,21,0
1158,Ralph Stanley,0.68,0.426,8,-10.559,1,0.0274,0.887,0.056,0.136,0.719,98.753,291600,4,63.88392,12,0
9924,Maroon 5,0.675,0.792,1,-6.303,1,0.0368,0.145,0.0,0.12,0.395,120.016,229813,4,39.1489,9,1
11035,Ariana Grande Featuring Zedd,0.626,0.769,3,-3.512,1,0.0513,0.00926,0.00097,0.95,0.255,130.044,151583,4,38.61918,10,1
2103,Common,0.938,0.646,7,-6.309,1,0.244,0.0894,3.52e-06,0.0733,0.662,97.009,243587,4,24.55997,9,1
8683,The Idle Race,0.587,0.696,11,-7.152,1,0.0329,0.569,0.164,0.309,0.7,137.208,141173,4,43.91207,7,0
2896,GAS,0.163,0.0588,8,-20.266,1,0.045,0.935,0.961,0.098,0.145,112.848,513187,4,33.32471,14,0
10376,Kanye West,0.766,0.821,1,-6.124,1,0.268,0.00112,0.0,0.168,0.299,130.073,188013,4,64.28969,7,1
5341,Justin Timberlake Featuring T.I.,0.772,0.68,11,-5.881,0,0.224,0.277,1.17e-05,0.682,0.807,119.953,276160,4,52.61536,10,1
4613,Audioslave,0.452,0.873,9,-4.867,1,0.0613,0.000519,0.0,0.0592,0.433,80.473,222027,4,24.98527,9,1
10911,Kenny Chesney & Tim McGraw,0.475,0.896,6,-4.749,1,0.035,0.00318,0.0,0.29,0.868,169.999,208240,4,54.25864,9,1
11110,Chris Stapleton,0.543,0.75,2,-7.071,0,0.0282,0.0682,0.0166,0.125,0.758,88.107,222413,4,49.17778,11,1
541,Oumou Dioubate,0.788,0.757,4,-5.159,0,0.0367,0.694,8e-06,0.161,0.879,99.97,371400,4,44.99264,11,0
4623,Living Death,0.292,0.879,2,-6.577,1,0.101,5.05e-06,0.857,0.271,0.265,154.818,225893,4,23.12783,13,0
9585,Black Metal Raccoons,0.457,0.8,2,-6.181,0,0.0519,9.22e-05,0.00473,0.0832,0.429,128.021,230691,4,71.09773,5,0
11025,Dayglow,0.68,0.584,11,-10.459,1,0.0617,0.0304,0.000945,0.106,0.77,149.976,277200,4,18.80995,15,0
9152,Far*East Movement Featuring Ryan Tedder,0.664,0.845,4,-6.115,0,0.0461,0.181,0.0,0.267,0.357,96.005,211253,4,45.70063,5,1
4508,Blake Shelton,0.51,0.348,2,-7.849,1,0.0261,0.295,2.47e-05,0.242,0.159,77.041,201733,4,62.27506,10,1
3617,Mon Cote Punk,0.7,0.503,0,-7.394,0,0.264,0.784,0.0,0.543,0.491,136.797,195707,4,22.5337,11,0
3072,Miranda Lambert,0.556,0.393,11,-6.589,1,0.025,0.238,0.0,0.0979,0.213,132.746,208867,4,54.07484,10,1
6068,Maxwell,0.661,0.67,11,-7.645,0,0.258,0.0873,2.01e-06,0.0794,0.661,148.02,352280,4,67.8362,14,1
5228,T.O.K.,0.683,0.724,0,-4.839,0,0.282,0.275,0.0,0.065,0.691,98.711,212800,4,54.3297,10,1
1022,DeVotchKa,0.383,0.158,2,-13.462,0,0.0382,0.92,0.901,0.111,0.291,152.456,291736,3,50.66545,13,0
6661,Post Malone,0.556,0.538,8,-5.408,0,0.0382,0.0689,0.0,0.196,0.291,143.95,223347,4,30.75575,11,1
10879,Sturgill Simpson,0.53,0.504,5,-6.71,1,0.0251,0.101,0.000633,0.106,0.56,77.295,231640,4,42.03126,7,0
10341,Rowland S. Howard,0.58,0.692,9,-7.3,0,0.0288,0.000117,0.391,0.65,0.572,117.898,443093,4,53.24785,14,0
7397,Anna Kendrick,0.878,0.455,0,-8.845,1,0.077,0.0462,0.00484,0.0353,0.79,129.953,128013,4,30.58642,7,1
10353,Cat's Eyes,0.709,0.369,7,-9.843,1,0.0331,0.775,0.0296,0.095,0.963,91.615,183480,4,70.78068,7,0
10116,Young Jeezy Featuring Ne-Yo,0.669,0.662,11,-7.758,0,0.0446,0.169,0.0,0.345,0.471,94.531,329187,4,41.3343,20,1
3405,Allison,0.627,0.913,11,-3.262,1,0.0469,0.00355,2.17e-06,0.158,0.725,138.052,182667,4,36.47953,11,0
9356,Ariel Kelly,0.88,0.764,2,-6.69,1,0.232,0.0473,2.75e-05,0.303,0.517,100.004,215108,4,62.39557,9,0
10749,Afrojack Featuring Eva Simons,0.735,0.699,0,-4.435,0,0.084,0.121,2.82e-05,0.0809,0.603,129.944,220520,4,55.98374,11,1
2884,Tracy Byrd,0.681,0.864,2,-7.839,1,0.0347,0.00504,0.0,0.212,0.931,127.079,182453,4,60.49646,7,1
4874,Jennifer Lopez Featuring LL Cool J,0.699,0.668,1,-5.305,1,0.106,0.265,0.0,0.141,0.472,83.074,254467,4,30.87667,14,1
12113,"DJ Drama Featuring Chris Brown, Skeme & Lyquin",0.477,0.647,3,-4.657,0,0.343,0.0872,0.0,0.119,0.549,109.879,252307,4,52.98682,10,1
7681,One Direction,0.489,0.867,4,-3.121,0,0.071,0.025,0.0,0.586,0.409,162.131,157293,4,44.44379,7,1
11657,Bridgit Mendler,0.715,0.872,2,-3.835,1,0.0509,0.00351,3.84e-05,0.107,0.748,93.043,200947,4,42.28039,10,1
11491,Joseph Sullinger,0.531,0.218,9,-14.251,0,0.0556,0.979,0.914,0.106,0.208,126.965,225088,4,46.80983,11,0
9393,Ed Sheeran,0.624,0.876,9,-3.374,1,0.1,0.0735,0.0,0.327,0.781,99.943,170827,4,49.50545,9,1
4515,Slum Village Featuring Dwele,0.915,0.442,9,-6.321,0,0.226,0.0102,1.62e-05,0.279,0.65,92.81,266960,4,30.3534,11,1
1340,Colbie Caillat,0.693,0.594,1,-6.408,1,0.0325,0.13,0.0,0.115,0.192,123.932,244107,4,31.84585,10,1
1250,"""Weird Al"" Yankovic",0.791,0.613,1,-11.628,0,0.0763,0.0986,0.0,0.0765,0.896,143.017,170640,4,73.98449,7,1
7628,Getter,0.739,0.876,11,-6.771,1,0.0504,0.00599,0.446,0.274,0.479,149.994,214400,4,40.01257,5,0
9220,P!nk,0.632,0.701,7,-5.921,1,0.146,0.0114,0.0,0.108,0.497,162.958,215414,4,30.06357,13,1
217,Red Wine,0.404,0.958,9,-4.405,0,0.0683,0.00139,0.0,0.0451,0.328,90.099,257760,4,103.01444,7,0
3924,Aqua Timez,0.524,0.958,9,-3.91,0,0.0682,0.000781,0.0,0.306,0.505,92.84,259933,4,33.05082,10,0
7654,The Unicorns,0.354,0.76,7,-7.705,1,0.111,0.56,0.426,0.105,0.763,171.996,212060,4,33.87854,10,0
9342,Usher,0.802,0.556,1,-5.395,1,0.0418,0.0339,0.0,0.0958,0.158,120.047,261413,4,20.52582,16,1
11814,Carpenter Brut,0.308,0.675,0,-5.459,0,0.0371,0.00229,0.0405,0.293,0.0852,97.978,403679,4,53.27541,17,0
3164,David Rovics,0.534,0.287,2,-10.866,1,0.0323,0.357,0.0,0.116,0.298,85.711,178187,4,27.14122,7,0
989,Sum 41,0.402,0.914,9,-5.215,1,0.142,0.000579,0.0,0.065,0.626,196.505,178267,4,40.7393,9,1
2352,Twila Paris,0.242,0.742,0,-6.745,1,0.0337,0.514,0.0,0.156,0.56,163.986,171966,3,145.5207,5,0
12174,Aura Noir,0.127,0.989,9,-4.365,0,0.125,3.75e-05,0.0572,0.0634,0.205,174.787,243173,4,60.96313,11,0
3930,Keith Murray Featuring Def Squad,0.567,0.871,10,-7.022,0,0.444,0.132,0.0,0.0824,0.704,92.889,279453,4,24.0047,11,1
3114,One Less Reason,0.489,0.695,4,-5.551,0,0.0298,0.00323,9.28e-05,0.0879,0.228,114.952,242933,4,82.62176,8,0
3309,Trina Featuring Kelly Rowland,0.814,0.494,8,-7.167,1,0.0846,0.624,0.0,0.0888,0.607,128.083,230973,4,44.2165,11,1
5607,Ludacris Featuring Bobby Valentino,0.495,0.883,11,-4.087,1,0.299,0.287,0.0,0.138,0.782,92.136,329627,4,34.693,16,1
3166,Leoncie,0.696,0.883,7,-5.209,1,0.115,0.527,0.0,0.0923,0.927,154.913,124720,4,30.62877,7,0
7142,Tyga Featuring Young Thug,0.678,0.484,1,-6.647,0,0.43,0.735,0.0,0.117,0.219,190.04,202320,4,40.78937,13,1
10971,Eric Church,0.621,0.676,1,-7.808,1,0.0303,0.506,0.0675,0.0825,0.482,104.008,252493,4,40.45002,10,1
11820,Nocturnal Depression,0.29,0.52,4,-4.926,1,0.0374,3.61e-05,0.987,0.375,0.331,92.151,168594,4,41.45525,6,0
2856,Basil Kirchin,0.23,0.223,4,-18.471,0,0.0312,0.904,0.0171,0.286,0.252,176.425,220907,4,27.90896,9,0
10198,Barcelona Atmosphere,0.166,0.143,0,-23.512,0,0.0448,0.942,0.91,0.0878,0.0342,85.977,208000,4,45.1181,12,0
9435,Girl Unit,0.501,0.794,5,-7.052,0,0.0267,0.00109,0.94,0.277,0.134,139.975,419056,4,55.34634,14,0
2836,Kem,0.702,0.297,3,-9.76,0,0.0445,0.724,3.06e-06,0.124,0.123,141.193,323920,4,24.08278,15,1
8332,Gwen Stefani,0.623,0.654,8,-5.408,1,0.0674,0.0183,1.73e-06,0.398,0.193,96.017,227680,4,51.47658,7,1
6486,Meghan Trainor,0.827,0.658,6,-3.846,1,0.0517,0.0224,0.0,0.0417,0.523,115.016,152862,4,24.54159,9,1
1771,Paulina Rubio,0.654,0.833,6,-5.193,0,0.0459,0.00396,5.63e-06,0.231,0.696,119.874,289360,4,34.89643,14,1
811,Good Charlotte Featuring M. Shadows And Synyster Gates,0.439,0.945,1,-2.21,1,0.138,0.00677,0.0,0.166,0.455,161.954,195680,4,19.02015,10,1
11104,Sepultura,0.266,0.979,6,-6.435,1,0.147,0.00046,0.694,0.925,0.0612,126.121,350027,4,81.68502,11,0
9887,Thomas Rhett,0.396,0.51,6,-6.274,1,0.0327,0.355,0.0,0.113,0.299,113.994,180467,4,32.90322,10,1
4516,Keyshia Cole,0.642,0.742,2,-3.614,0,0.0429,0.0832,0.0,0.0887,0.407,78.858,232880,4,64.11521,7,1
3392,David Guetta,0.813,0.627,11,-5.018,0,0.0486,0.076,0.000616,0.131,0.801,130.011,195853,4,30.02278,9,0
3231,Kaija Saariaho,0.165,0.0875,4,-28.608,0,0.0395,0.274,0.802,0.0741,0.0406,110.915,276320,4,51.74065,14,0
992,Christina Aguilera,0.686,0.789,8,-4.713,0,0.23,0.0125,0.0147,0.142,0.72,172.976,194213,4,39.37242,9,1
7251,Demi Lovato,0.631,0.819,9,-4.24,1,0.122,0.0767,0.0,0.1,0.733,125.928,233173,4,34.21275,10,1
589,Colby O'Donis Featuring Akon,0.775,0.641,1,-6.718,1,0.038,0.0327,0.0,0.18,0.305,119.974,243013,4,33.55043,10,1
11089,Sidhu Moose Wala,0.626,0.725,7,-5.482,1,0.207,0.0755,0.0,0.245,0.556,179.953,221818,4,46.11621,12,0
10687,Jason Aldean,0.526,0.85,10,-4.47,0,0.0313,0.023,0.0,0.0948,0.338,141.973,184173,4,86.12942,6,1
8944,Gallery-81,0.477,0.863,10,-5.506,1,0.0375,4.64e-05,0.162,0.279,0.517,150.068,286800,4,39.80639,10,0
6682,Orianthi,0.619,0.917,5,-2.582,1,0.0507,0.0233,1.21e-05,0.0986,0.552,131.002,200347,4,33.97347,7,1
11641,John Legend Featuring Ludacris,0.693,0.813,7,-4.361,0,0.066,0.0496,0.0,0.289,0.515,90.008,239453,4,44.1389,10,1
5810,Volbeat,0.499,0.989,1,-3.974,1,0.0651,2.27e-06,0.0112,0.292,0.504,112.649,225613,4,69.78633,10,0
5337,Michael Jackson With Akon,0.82,0.952,5,-4.778,1,0.0723,0.117,0.000258,0.106,0.36,121.949,254120,4,47.55261,11,1
10679,Fakkboiz,0.662,0.913,1,-5.524,1,0.0739,0.0122,0.000251,0.732,0.396,131.98,172727,4,35.49087,9,0
4465,Sugarland,0.487,0.504,1,-5.207,1,0.0261,0.123,0.0,0.109,0.331,139.717,247800,4,37.96327,12,1
8735,WALK THE MOON,0.578,0.866,1,-3.804,1,0.0619,0.00701,0.0,0.257,0.619,128.038,199080,4,64.39539,9,1
6985,Blackmill,0.541,0.586,9,-10.596,1,0.0283,0.184,0.681,0.128,0.198,138.014,356091,4,27.41772,15,0
222,Marc Et Claude,0.656,0.847,6,-7.47,0,0.0375,0.000123,0.329,0.0807,0.43,136.988,416133,4,28.94016,14,0
6279,Fort Knox Five,0.889,0.692,7,-6.653,1,0.145,0.229,0.104,0.108,0.673,104.982,240642,4,28.02626,13,0
8776,Shadows Fall,0.272,0.97,2,-5.175,1,0.149,2.06e-05,0.000394,0.0635,0.413,95.047,325800,4,20.68921,16,0
4959,Henry Kaiser,0.289,0.591,2,-16.139,0,0.144,0.673,0.737,0.346,0.0694,128.494,180960,3,53.45622,9,0
11440,Mustard Featuring Roddy Ricch,0.809,0.545,7,-6.678,1,0.0735,0.392,0.0,0.151,0.244,97.008,180435,4,40.86731,10,1
4946,50 Cent & Olivia,0.549,0.636,10,-3.923,0,0.376,0.395,0.0,0.0974,0.661,182.363,251547,4,69.54621,10,1
8025,Uncle Kracker,0.541,0.812,4,-3.764,1,0.0336,0.203,0.0,0.42,0.607,141.056,201627,4,28.24696,11,1
5308,Michael Nyman,0.174,0.254,9,-16.058,0,0.0305,0.961,0.933,0.118,0.213,177.605,195040,3,28.61145,10,0
6918,Post Malone,0.675,0.562,7,-7.678,1,0.0352,0.233,0.0,0.0816,0.309,130.098,256533,4,61.98605,11,1
4587,Misanthrope,0.199,0.978,2,-5.395,1,0.0868,1.51e-06,0.856,0.327,0.236,97.449,371000,4,28.71396,16,0
6437,Sam Smith,0.261,0.302,5,-8.19,0,0.0339,0.769,2.57e-06,0.0863,0.0883,81.418,278987,3,31.84201,14,1
9346,Jesse McCartney,0.769,0.824,6,-2.778,1,0.0621,0.0928,0.0,0.0275,0.938,150.02,188560,4,32.69333,8,1
571,Harry Belafonte,0.639,0.0996,0,-16.144,1,0.0992,0.949,0.00273,0.105,0.359,121.289,184693,4,29.16779,6,0
2203,Frankie Valli & The Four Seasons,0.495,0.571,9,-6.947,1,0.0379,0.0314,0.0,0.115,0.305,116.249,152547,4,36.19238,9,0
7692,Prince And The Revolution,0.367,0.452,10,-10.422,1,0.0307,0.0353,0.00228,0.689,0.189,113.066,520787,4,41.94966,20,1
3815,"B.G. Featuring Baby, Turk, Mannie Fresh, Juvenile & Lil' Wayne",0.868,0.964,2,-3.72,1,0.111,0.0467,1.51e-05,0.0708,0.868,98.913,312960,4,58.85779,12,1
4980,Weezer,0.693,0.823,5,-3.761,1,0.0726,0.0932,0.0,0.328,0.741,87.904,196093,4,35.90217,9,1
9906,Adele,0.559,0.33,9,-8.251,1,0.0285,0.892,0.0,0.0975,0.285,135.109,285040,4,43.72521,11,1
8564,Hiphop Tamizha,0.715,0.655,11,-5.091,0,0.0911,0.8,2.58e-06,0.571,0.568,80.012,212498,4,62.3968,8,0
1974,Jo Dee Messina,0.389,0.515,7,-6.224,1,0.03,0.388,0.0,0.0802,0.164,70.136,213547,4,33.37201,9,1
1932,Evans Blue,0.425,0.937,3,-4.718,1,0.129,0.000855,0.0608,0.231,0.395,186.036,226120,4,34.3365,9,0
7120,Rae Sremmurd,0.925,0.518,8,-5.831,1,0.106,0.00433,0.0,0.0976,0.241,120.064,231067,4,24.26451,9,1
10003,Harry Belafonte,0.594,0.571,2,-8.974,1,0.119,0.705,0.0,0.134,0.817,91.449,201600,4,19.3344,13,0
11142,Flo Rida Featuring Jason Derulo,0.768,0.881,9,-4.392,0,0.113,0.0188,3.65e-06,0.298,0.502,99.98,201238,4,23.14334,9,1
11162,Offset & Metro Boomin,0.88,0.428,9,-8.28,1,0.206,0.149,5.07e-05,0.114,0.333,100.007,172800,4,30.02143,14,1
6165,Binary One,0.139,0.0403,0,-30.162,0,0.0666,0.99,0.937,0.0921,0.0383,87.34,235172,4,23.38744,13,0
10122,Gerardo Ortiz,0.661,0.423,7,-7.107,1,0.026,0.583,0.0,0.221,0.767,139.859,175027,4,21.38984,9,0
8120,Mumford & Sons,0.595,0.506,4,-9.682,1,0.0388,0.0464,0.000138,0.107,0.346,141.981,217987,4,46.40826,10,1
696,Eminem,0.924,0.853,2,-1.203,1,0.0792,0.107,1.45e-06,0.129,0.67,114.003,269613,4,26.34673,13,1
294,Horse The Band,0.303,0.934,2,-5.379,1,0.0767,6.67e-05,0.0969,0.11,0.114,132.744,288707,4,49.78768,11,0
3905,Andrew Lloyd Webber,0.444,0.608,2,-12.175,0,0.0532,0.168,3.36e-06,0.118,0.354,119.985,216133,4,40.16686,9,0
1023,Engmans Kapell,0.506,0.832,4,-4.335,1,0.0367,0.0499,0.000215,0.118,0.769,103.627,186627,1,37.98723,10,0
225,Alan Jackson,0.709,0.61,11,-7.206,1,0.0434,0.317,0.0,0.102,0.475,125.189,242067,4,23.93504,9,1
2624,Alex M.,0.583,0.959,10,-4.506,0,0.0511,0.00229,0.00236,0.0759,0.345,141.982,213762,4,74.65879,7,0
8619,Johann Sebastian Bach,0.185,0.0232,4,-30.322,0,0.065,0.886,0.905,0.101,0.391,70.269,122373,5,31.55106,8,0
7111,Ed Sheeran Featuring Chance The Rapper & PnB Rock,0.746,0.787,4,-6.373,1,0.12,0.214,0.0,0.0669,0.607,95.005,206187,4,31.46021,11,1
11029,Sukhbir,0.676,0.935,5,-3.499,0,0.0892,0.00917,0.0,0.097,0.802,144.944,244417,4,34.83474,12,0
7374,Vorssenn,0.237,0.00268,2,-37.978,1,0.0609,0.8,0.725,0.109,0.0259,137.786,202583,4,57.14296,7,0
5836,Iron Maiden,0.243,0.809,4,-6.316,0,0.0479,0.0501,0.0338,0.133,0.444,182.679,434293,3,35.69212,18,0
7378,Los Telez,0.819,0.546,5,-8.095,0,0.057,0.189,0.0,0.131,0.888,155.034,276813,4,22.26152,16,0
6698,Waka Flocka Flame Featuring Roscoe Dash & Wale,0.76,0.595,1,-6.366,1,0.0391,0.00544,0.0,0.241,0.361,131.497,263773,4,104.7946,6,1
1710,Seether,0.55,0.952,8,-4.664,1,0.0924,0.000193,0.000666,0.0614,0.391,127.804,207213,4,24.38938,8,1
3389,Patrick Doyle,0.228,0.29,0,-16.318,1,0.0407,0.37,0.928,0.494,0.115,124.267,89187,4,39.72084,5,0
8818,Joe Pass,0.483,0.186,7,-21.824,0,0.0409,0.939,0.873,0.115,0.498,150.87,321952,4,22.9157,13,0
9677,Tim McGraw,0.675,0.791,8,-5.64,1,0.0383,0.29,0.0,0.485,0.943,141.217,233973,4,20.16899,11,1
12031,"Kanye West, Gucci Mane, Big Sean, 2 Chainz, Travi$ Scott, Yo Gotti, Quavo, Desiigner",0.692,0.774,6,-2.48,0,0.0876,0.0623,0.0,0.873,0.349,134.952,334253,4,29.85247,15,1
11463,Carpenter Brut,0.449,0.984,5,-4.879,0,0.0796,6.09e-06,0.951,0.243,0.397,142.028,378592,4,27.89992,18,0
751,George Strait,0.583,0.481,4,-8.822,1,0.0276,0.264,0.0,0.119,0.172,98.909,257493,4,79.12211,11,1
10941,B.o.B Featuring T.I. & Juicy J,0.691,0.793,1,-3.506,1,0.131,0.0131,0.0,0.112,0.398,140.011,247494,4,24.23497,14,1
10704,Bethel Music,0.461,0.802,0,-4.448,1,0.0325,0.112,0.0,0.116,0.342,144.518,221333,4,39.90239,10,0
4520,Ossian,0.671,0.778,10,-2.978,0,0.0386,0.00219,0.517,0.0696,0.476,117.029,260493,4,36.16987,13,0
10696,Holy Communion Instrumental Duo,0.439,0.219,9,-17.192,1,0.0429,0.99,0.93,0.114,0.226,75.348,183971,3,22.84625,9,0
4803,Willie Clayton,0.682,0.754,0,-2.413,1,0.0778,0.492,1.33e-06,0.325,0.963,200.301,355600,4,24.97201,14,0
5816,Saving Abel,0.512,0.865,7,-4.146,1,0.0338,0.000821,0.0,0.0982,0.529,138.017,222827,4,71.29522,7,1
2047,Britney Spears,0.847,0.843,5,-3.579,0,0.106,0.415,0.000134,0.107,0.963,110.027,203600,4,19.04738,11,1
5294,USSR Ministry of Culture Chamber Choir,0.22,0.146,2,-22.142,1,0.0421,0.995,0.871,0.112,0.0333,72.417,242440,3,104.7281,7,0
1423,OMNIA,0.485,0.363,2,-11.009,0,0.0455,0.915,7.66e-06,0.11,0.307,136.727,547293,4,73.76122,23,0
10093,Pandrezz,0.737,0.312,8,-14.978,1,0.172,0.116,0.609,0.0368,0.16,74.032,176959,4,55.1146,9,0
10242,Russell Haswell,0.576,0.379,11,-21.184,0,0.343,0.42,0.893,0.104,0.195,112.031,515698,4,83.74148,20,0
11716,Kelsea Ballerini,0.514,0.659,1,-6.142,1,0.0309,0.0284,0.0,0.266,0.463,76.483,200040,4,28.2607,9,1
5079,Sisqo,0.706,0.888,2,-6.959,1,0.0654,0.119,9.64e-05,0.07,0.714,121.549,253733,4,48.19656,10,1
7189,Maluma,0.837,0.791,4,-3.157,0,0.0773,0.252,1.14e-06,0.188,0.618,91.98,184436,4,50.2676,5,1
6983,Guru,0.723,0.743,5,-5.753,0,0.316,0.178,0.0,0.238,0.495,79.964,210240,4,23.36166,8,0
5424,Kunnakudi Vaidyanathan,0.461,0.465,4,-13.017,1,0.0616,0.907,0.727,0.362,0.901,97.971,490200,4,32.5758,20,0
3494,Andrew Spencer,0.734,0.999,1,-4.879,1,0.0721,0.00367,0.000319,0.35,0.486,138.035,228424,4,39.10415,10,0
7005,Florida Georgia Line,0.476,0.92,10,-3.223,1,0.0329,0.00485,1.15e-05,0.355,0.694,142.952,193640,4,29.99762,9,1
6186,YK Osiris,0.764,0.528,5,-4.082,0,0.0588,0.468,0.0,0.0811,0.422,123.936,189253,5,28.84529,10,1
6510,Trio Elf,0.592,0.24,2,-21.284,0,0.0632,0.724,0.848,0.0898,0.0488,85.875,390813,4,81.03123,11,0
9060,Snow Patrol,0.726,0.712,0,-4.68,1,0.0313,0.0175,1.07e-05,0.0826,0.961,120.003,241933,4,23.20068,14,1
3790,Cledus T. Judd,0.679,0.897,10,-4.525,1,0.0462,0.0618,0.0,0.647,0.83,122.551,223893,4,17.92522,10,0
2024,Darryl Worley,0.557,0.608,4,-8.702,1,0.0377,0.276,1.75e-06,0.0718,0.282,159.068,279560,4,43.77777,11,1
3240,The xx,0.676,0.2,9,-17.735,0,0.0282,0.826,0.0289,0.144,0.176,104.016,262640,4,39.8548,12,0
5307,Trace Adkins,0.584,0.857,2,-5.103,1,0.033,0.00416,0.000896,0.276,0.742,108.027,216707,4,38.55449,7,1
8822,Maren Morris,0.517,0.743,9,-4.336,1,0.0363,0.243,3.36e-06,0.107,0.664,76.979,197931,4,85.79334,6,1
